user_id,condition,topic,climate_perc,concern,desired_frequency,exposure_frequency,hope,human_activity,importance,newsworthiness,problem,rating_combined
1653361047832_iav17,0.5,climate,76,4,2,6,4,3,4,4,3,4
1653361047832_iav17,0.5,election,76,,1,6,,,2,2,,2
1653361047832_iav17,0.5,johnny,76,,1,5,,,1,1,,1
1653361302171_gnagi,0.5,climate,38,5,3,4,3,5,6,5,6,5.5
1653361302171_gnagi,0.5,election,38,,2,5,,,5,5,,5
1653361302171_gnagi,0.5,johnny,38,,1,4,,,2,2,,2
1653361337095_5jun7,-0.5,climate,26,2,2,6,5,1,3,1,2,2
1653361337095_5jun7,-0.5,election,26,,3,3,,,6,6,,6
1653361337095_5jun7,-0.5,johnny,26,,1,7,,,1,1,,1
1653361351291_khf63,-0.5,climate,88,6,3,5,5,6,6,6,6,6
1653361351291_khf63,-0.5,election,88,,3,5,,,6,6,,6
1653361351291_khf63,-0.5,johnny,88,,3,6,,,6,6,,6
1653361577741_1ybw8,-0.5,climate,11,5,3,1,1,5,5,5,6,5
1653361577741_1ybw8,-0.5,election,11,,2,5,,,4,4,,4
1653361577741_1ybw8,-0.5,johnny,11,,1,7,,,1,1,,1
1653362351825_lmrha,0.5,climate,80,6,3,5,2,6,6,6,6,6
1653362351825_lmrha,0.5,election,80,,1,4,,,4,4,,4
1653362351825_lmrha,0.5,johnny,80,,1,7,,,3,3,,3
1653362523547_i99mr,0.5,climate,70,4,3,2,2,5,4,5,6,4.5
1653362523547_i99mr,0.5,election,70,,2,1,,,4,4,,4
1653362523547_i99mr,0.5,johnny,70,,1,7,,,1,1,,1
1653362745095_52w84,-0.5,climate,25,5,3,2,3,6,5,5,6,5
1653362745095_52w84,-0.5,election,25,,2,2,,,4,4,,4
1653362745095_52w84,-0.5,johnny,25,,1,6,,,1,1,,1
1653362814777_2vy5m,0.5,climate,80,4,2,5,2,5,5,5,6,5
1653362814777_2vy5m,0.5,election,80,,1,6,,,4,4,,4
1653362814777_2vy5m,0.5,johnny,80,,3,7,,,6,5,,5.5
1653363578644_xs89c,-0.5,climate,69,5,3,3,3,5,5,5,6,5
1653363578644_xs89c,-0.5,election,69,,2,1,,,4,5,,4.5
1653363578644_xs89c,-0.5,johnny,69,,3,7,,,4,4,,4
1653363761977_h4ip1,0.5,climate,48,4,2,2,4,5,4,4,4,4
1653363761977_h4ip1,0.5,election,48,,3,3,,,5,5,,5
1653363761977_h4ip1,0.5,johnny,48,,1,6,,,2,2,,2
1653364293213_p88rj,0.5,climate,66,4,2,4,2,6,5,4,5,4.5
1653364293213_p88rj,0.5,election,66,,2,5,,,5,6,,5.5
1653364293213_p88rj,0.5,johnny,66,,1,7,,,5,4,,4.5
1653364801250_efgmm,-0.5,climate,50,5,3,5,3,6,5,6,6,5.5
1653364801250_efgmm,-0.5,election,50,,3,5,,,5,5,,5
1653364801250_efgmm,-0.5,johnny,50,,2,4,,,3,4,,3.5
1653365851853_c1637,0.5,climate,60,6,2,4,2,6,6,6,6,6
1653365851853_c1637,0.5,election,60,,1,2,,,5,4,,4.5
1653365851853_c1637,0.5,johnny,60,,1,7,,,3,2,,2.5
1653366673147_zqou8,-0.5,climate,30,1,2,1,5,3,5,4,5,4.5
1653366673147_zqou8,-0.5,election,30,,1,2,,,4,3,,3.5
1653366673147_zqou8,-0.5,johnny,30,,1,7,,,1,2,,1.5
1653366982455_lts4s,-0.5,climate,57,6,2,3,4,6,6,6,6,6
1653366982455_lts4s,-0.5,election,57,,2,4,,,6,6,,6
1653366982455_lts4s,-0.5,johnny,57,,1,1,,,6,6,,6
1653368298123_ng17y,0.5,climate,17,4,2,5,2,5,4,5,6,4.5
1653368298123_ng17y,0.5,election,17,,2,5,,,3,3,,3
1653368298123_ng17y,0.5,johnny,17,,1,7,,,3,4,,3.5
1653368501187_h2aqu,-0.5,climate,41,1,1,4,2,4,1,1,3,1
1653368501187_h2aqu,-0.5,election,41,,2,6,,,6,5,,5.5
1653368501187_h2aqu,-0.5,johnny,41,,1,6,,,1,2,,1.5
1653369852429_qbzfy,-0.5,climate,20,5,3,2,1,4,6,6,6,6
1653369852429_qbzfy,-0.5,election,20,,1,4,,,4,6,,5
1653369852429_qbzfy,-0.5,johnny,20,,1,7,,,1,6,,3.5
1653370977266_n9f55,-0.5,climate,84,1,1,7,1,2,2,2,1,2
1653370977266_n9f55,-0.5,election,84,,3,4,,,6,5,,5.5
1653370977266_n9f55,-0.5,johnny,84,,1,7,,,1,1,,1
1653373838752_d7qa1,-0.5,climate,29,3,1,1,2,1,2,2,1,2
1653373838752_d7qa1,-0.5,election,29,,1,1,,,3,3,,3
1653373838752_d7qa1,-0.5,johnny,29,,2,6,,,1,4,,2.5
1653374089608_nqusu,0.5,climate,50,4,1,5,3,5,4,4,5,4
1653374089608_nqusu,0.5,election,50,,1,5,,,4,4,,4
1653374089608_nqusu,0.5,johnny,50,,1,6,,,1,1,,1
1653374833713_3o55d,-0.5,climate,12,6,1,6,1,6,6,4,6,5
1653374833713_3o55d,-0.5,election,12,,3,5,,,6,4,,5
1653374833713_3o55d,-0.5,johnny,12,,3,7,,,3,6,,4.5
1653376580828_9vfzv,-0.5,climate,15,5,2,5,4,5,6,5,6,5.5
1653376580828_9vfzv,-0.5,election,15,,2,6,,,5,5,,5
1653376580828_9vfzv,-0.5,johnny,15,,2,5,,,3,4,,3.5
1653377946203_1id6p,-0.5,climate,6,4,3,1,3,6,4,4,5,4
1653377946203_1id6p,-0.5,election,6,,3,1,,,6,6,,6
1653377946203_1id6p,-0.5,johnny,6,,1,7,,,1,1,,1
1653379099208_9ccqh,0.5,climate,50,5,3,2,1,6,6,4,6,5
1653379099208_9ccqh,0.5,election,50,,2,4,,,6,6,,6
1653379099208_9ccqh,0.5,johnny,50,,1,7,,,4,2,,3
1653380953563_oid0g,-0.5,climate,2,5,3,5,3,5,6,6,6,6
1653380953563_oid0g,-0.5,election,2,,2,6,,,5,5,,5
1653380953563_oid0g,-0.5,johnny,2,,1,6,,,3,3,,3
1653383724930_o2bvl,0.5,climate,75,6,3,5,2,6,6,6,6,6
1653383724930_o2bvl,0.5,election,75,,2,5,,,5,5,,5
1653383724930_o2bvl,0.5,johnny,75,,1,6,,,3,3,,3
1653383746874_k287y,-0.5,climate,25,5,3,7,3,5,5,5,6,5
1653383746874_k287y,-0.5,election,25,,2,7,,,6,6,,6
1653383746874_k287y,-0.5,johnny,25,,1,6,,,2,2,,2
1653384301105_n7ko3,0.5,climate,45,5,3,4,3,6,6,6,6,6
1653384301105_n7ko3,0.5,election,45,,2,6,,,6,6,,6
1653384301105_n7ko3,0.5,johnny,45,,2,7,,,4,5,,4.5
1653385013325_un9ox,-0.5,climate,23,4,3,1,3,4,5,6,5,5.5
1653385013325_un9ox,-0.5,election,23,,1,2,,,3,3,,3
1653385013325_un9ox,-0.5,johnny,23,,3,7,,,6,6,,6
1653389161237_g4gtr,0.5,climate,60,6,3,1,2,6,6,6,6,6
1653389161237_g4gtr,0.5,election,60,,3,1,,,5,5,,5
1653389161237_g4gtr,0.5,johnny,60,,1,7,,,3,4,,3.5
1653390514902_9abzj,0.5,climate,50,6,3,2,3,6,6,6,6,6
1653390514902_9abzj,0.5,election,50,,1,5,,,2,2,,2
1653390514902_9abzj,0.5,johnny,50,,1,7,,,3,3,,3
1653391439917_hxivf,0.5,climate,35,5,3,5,4,4,6,6,5,6
1653391439917_hxivf,0.5,election,35,,2,4,,,4,4,,4
1653391439917_hxivf,0.5,johnny,35,,1,5,,,2,2,,2
1653393726909_2kxuu,-0.5,climate,14,4,3,2,3,6,5,5,5,5
1653393726909_2kxuu,-0.5,election,14,,3,3,,,5,5,,5
1653393726909_2kxuu,-0.5,johnny,14,,1,6,,,3,4,,3.5
1653394207594_0ho5i,0.5,climate,82,5,2,4,4,5,6,6,5,6
1653394207594_0ho5i,0.5,election,82,,2,4,,,3,3,,3
1653394207594_0ho5i,0.5,johnny,82,,3,6,,,5,5,,5
1653394475519_jbo4g,-0.5,climate,7,4,2,2,2,5,4,4,5,4
1653394475519_jbo4g,-0.5,election,7,,3,5,,,5,5,,5
1653394475519_jbo4g,-0.5,johnny,7,,1,7,,,3,5,,4
1653395015904_ycm4o,-0.5,climate,25,6,3,4,2,6,6,6,6,6
1653395015904_ycm4o,-0.5,election,25,,2,3,,,4,4,,4
1653395015904_ycm4o,-0.5,johnny,25,,1,4,,,1,1,,1
1653395670000_kcdpo,-0.5,climate,20,6,3,5,3,6,6,6,6,6
1653395670000_kcdpo,-0.5,election,20,,2,3,,,5,3,,4
1653395670000_kcdpo,-0.5,johnny,20,,2,1,,,3,5,,4
1653396333842_54an8,0.5,climate,61,2,1,1,4,2,3,2,2,2.5
1653396333842_54an8,0.5,election,61,,2,7,,,4,4,,4
1653396333842_54an8,0.5,johnny,61,,1,7,,,1,1,,1
1653396475473_ql8de,0.5,climate,55,4,3,3,3,4,5,5,5,5
1653396475473_ql8de,0.5,election,55,,3,2,,,5,4,,4.5
1653396475473_ql8de,0.5,johnny,55,,2,7,,,4,4,,4
1653396475731_bde43,0.5,climate,50,4,1,7,2,4,5,6,5,5.5
1653396475731_bde43,0.5,election,50,,3,4,,,6,6,,6
1653396475731_bde43,0.5,johnny,50,,1,7,,,2,4,,3
1653397172700_vy12l,0.5,climate,60,5,3,3,2,6,6,6,6,6
1653397172700_vy12l,0.5,election,60,,3,2,,,6,6,,6
1653397172700_vy12l,0.5,johnny,60,,1,5,,,4,3,,3.5
1653397271465_dld6l,0.5,climate,70,4,2,5,3,5,5,5,5,5
1653397271465_dld6l,0.5,election,70,,2,4,,,5,5,,5
1653397271465_dld6l,0.5,johnny,70,,1,6,,,4,5,,4.5
1653398434778_6s1eu,0.5,climate,74,1,1,6,1,3,2,2,2,2
1653398434778_6s1eu,0.5,election,74,,1,6,,,3,2,,2.5
1653398434778_6s1eu,0.5,johnny,74,,1,7,,,1,1,,1
1653399424260_e0z00,-0.5,climate,15,2,1,5,3,4,4,4,4,4
1653399424260_e0z00,-0.5,election,15,,1,6,,,5,5,,5
1653399424260_e0z00,-0.5,johnny,15,,2,7,,,2,2,,2
1653399792043_3c1gn,-0.5,climate,50,5,2,6,2,4,4,5,4,4.5
1653399792043_3c1gn,-0.5,election,50,,3,7,,,5,5,,5
1653399792043_3c1gn,-0.5,johnny,50,,2,6,,,2,3,,2.5
1653400370699_o1vnb,-0.5,climate,10,5,3,1,3,5,5,5,5,5
1653400370699_o1vnb,-0.5,election,10,,2,2,,,4,5,,4.5
1653400370699_o1vnb,-0.5,johnny,10,,3,6,,,3,5,,4
1653400578883_kox9n,-0.5,climate,50,4,3,5,3,3,5,5,4,5
1653400578883_kox9n,-0.5,election,50,,2,5,,,5,5,,5
1653400578883_kox9n,-0.5,johnny,50,,1,7,,,3,4,,3.5
1653400627838_ioioc,-0.5,climate,5,5,3,3,2,6,6,5,6,5.5
1653400627838_ioioc,-0.5,election,5,,2,4,,,4,4,,4
1653400627838_ioioc,-0.5,johnny,5,,1,7,,,1,1,,1
1653400812623_43mto,-0.5,climate,50,5,2,1,4,5,5,6,6,5.5
1653400812623_43mto,-0.5,election,50,,2,1,,,5,5,,5
1653400812623_43mto,-0.5,johnny,50,,2,6,,,6,6,,6
1653401111790_05d3b,-0.5,climate,5,1,1,1,4,3,2,2,2,2
1653401111790_05d3b,-0.5,election,5,,2,2,,,4,4,,4
1653401111790_05d3b,-0.5,johnny,5,,2,7,,,3,5,,4
1653401199179_8dap1,-0.5,climate,11,5,3,5,4,6,6,6,6,6
1653401199179_8dap1,-0.5,election,11,,2,1,,,5,4,,4.5
1653401199179_8dap1,-0.5,johnny,11,,1,6,,,1,1,,1
1653401818340_088ge,0.5,climate,61,5,3,6,2,6,6,6,6,6
1653401818340_088ge,0.5,election,61,,1,7,,,5,4,,4.5
1653401818340_088ge,0.5,johnny,61,,2,7,,,6,6,,6
1653402318796_kackk,-0.5,climate,50,6,2,6,2,6,6,6,6,6
1653402318796_kackk,-0.5,election,50,,2,7,,,6,6,,6
1653402318796_kackk,-0.5,johnny,50,,1,6,,,3,4,,3.5
1653402440045_yppls,-0.5,climate,11,6,3,4,2,6,6,6,6,6
1653402440045_yppls,-0.5,election,11,,2,6,,,6,5,,5.5
1653402440045_yppls,-0.5,johnny,11,,1,7,,,3,3,,3
1653402534916_b74tw,0.5,climate,66,5,2,1,2,6,5,5,6,5
1653402534916_b74tw,0.5,election,66,,2,1,,,4,4,,4
1653402534916_b74tw,0.5,johnny,66,,1,7,,,1,3,,2
1653402679192_xipn7,0.5,climate,68,5,3,1,2,6,6,3,6,4.5
1653402679192_xipn7,0.5,election,68,,2,2,,,5,4,,4.5
1653402679192_xipn7,0.5,johnny,68,,2,7,,,4,6,,5
1653402882766_73q0u,-0.5,climate,36,5,3,5,1,6,6,5,6,5.5
1653402882766_73q0u,-0.5,election,36,,2,1,,,5,4,,4.5
1653402882766_73q0u,-0.5,johnny,36,,1,7,,,1,1,,1
1653403302226_6bbrd,0.5,climate,73,1,1,3,5,1,1,1,1,1
1653403302226_6bbrd,0.5,election,73,,3,4,,,6,6,,6
1653403302226_6bbrd,0.5,johnny,73,,1,7,,,1,4,,2.5
1653403571864_xdzzl,0.5,climate,47,5,3,1,2,6,6,6,6,6
1653403571864_xdzzl,0.5,election,47,,2,6,,,6,6,,6
1653403571864_xdzzl,0.5,johnny,47,,1,7,,,1,1,,1
1653403767186_deof9,0.5,climate,50,6,3,4,2,6,6,5,6,5.5
1653403767186_deof9,0.5,election,50,,2,1,,,5,4,,4.5
1653403767186_deof9,0.5,johnny,50,,2,5,,,4,5,,4.5
1653404343880_kqtw2,-0.5,climate,16,4,2,4,3,5,5,4,6,4.5
1653404343880_kqtw2,-0.5,election,16,,1,1,,,4,3,,3.5
1653404343880_kqtw2,-0.5,johnny,16,,1,7,,,5,4,,4.5
1653404713697_d0kxe,-0.5,climate,14,6,3,4,1,6,6,6,6,6
1653404713697_d0kxe,-0.5,election,14,,2,6,,,5,5,,5
1653404713697_d0kxe,-0.5,johnny,14,,1,7,,,2,2,,2
1653404752415_xsy6k,0.5,climate,50,3,2,2,2,3,5,4,5,4.5
1653404752415_xsy6k,0.5,election,50,,2,6,,,6,5,,5.5
1653404752415_xsy6k,0.5,johnny,50,,1,7,,,2,2,,2
1653405348224_1gdtq,0.5,climate,53,4,3,2,2,5,4,5,5,4.5
1653405348224_1gdtq,0.5,election,53,,2,5,,,5,5,,5
1653405348224_1gdtq,0.5,johnny,53,,1,7,,,1,2,,1.5
1653406142280_y8vrz,0.5,climate,71,1,1,1,5,2,1,1,2,1
1653406142280_y8vrz,0.5,election,71,,2,6,,,6,6,,6
1653406142280_y8vrz,0.5,johnny,71,,1,4,,,1,1,,1
1653406582460_0gfg0,0.5,climate,50,3,2,1,3,5,4,4,5,4
1653406582460_0gfg0,0.5,election,50,,2,5,,,4,3,,3.5
1653406582460_0gfg0,0.5,johnny,50,,2,5,,,4,5,,4.5
1653406957703_ho38m,-0.5,climate,15,6,3,3,3,6,6,5,6,5.5
1653406957703_ho38m,-0.5,election,15,,2,4,,,5,5,,5
1653406957703_ho38m,-0.5,johnny,15,,1,2,,,2,1,,1.5
1653407503040_ugkmf,-0.5,climate,79,1,1,1,1,1,1,1,1,1
1653407503040_ugkmf,-0.5,election,79,,1,1,,,2,2,,2
1653407503040_ugkmf,-0.5,johnny,79,,1,1,,,1,1,,1
1653407559469_clzno,0.5,climate,37,4,3,5,3,5,6,6,5,6
1653407559469_clzno,0.5,election,37,,2,4,,,4,4,,4
1653407559469_clzno,0.5,johnny,37,,1,7,,,1,1,,1
1653407827449_yzypd,-0.5,climate,7,1,1,5,3,2,2,2,1,2
1653407827449_yzypd,-0.5,election,7,,3,2,,,4,3,,3.5
1653407827449_yzypd,-0.5,johnny,7,,1,6,,,2,5,,3.5
1653407863773_1f4jq,0.5,climate,36,4,3,4,2,5,6,4,5,5
1653407863773_1f4jq,0.5,election,36,,1,5,,,4,6,,5
1653407863773_1f4jq,0.5,johnny,36,,1,7,,,3,6,,4.5
1653408380925_w2qzr,-0.5,climate,2,6,3,3,3,6,6,6,6,6
1653408380925_w2qzr,-0.5,election,2,,2,6,,,6,6,,6
1653408380925_w2qzr,-0.5,johnny,2,,1,7,,,1,1,,1
1653408498581_nrqm9,-0.5,climate,5,4,3,2,3,5,6,6,5,6
1653408498581_nrqm9,-0.5,election,5,,2,6,,,5,5,,5
1653408498581_nrqm9,-0.5,johnny,5,,2,7,,,2,5,,3.5
1653408649117_3bz6g,0.5,climate,64,5,3,4,4,6,5,6,6,5.5
1653408649117_3bz6g,0.5,election,64,,2,6,,,5,5,,5
1653408649117_3bz6g,0.5,johnny,64,,1,6,,,1,1,,1
1653409255241_is890,0.5,climate,29,4,2,5,2,4,4,6,5,5
1653409255241_is890,0.5,election,29,,2,5,,,4,6,,5
1653409255241_is890,0.5,johnny,29,,1,6,,,3,3,,3
1653409589786_jy5vo,0.5,climate,67,6,3,5,1,6,6,6,6,6
1653409589786_jy5vo,0.5,election,67,,2,6,,,4,4,,4
1653409589786_jy5vo,0.5,johnny,67,,1,7,,,2,1,,1.5
1653409672900_eq3y5,-0.5,climate,25,4,2,6,3,5,5,5,5,5
1653409672900_eq3y5,-0.5,election,25,,1,2,,,4,4,,4
1653409672900_eq3y5,-0.5,johnny,25,,3,6,,,5,5,,5
1653409931523_p1tj5,0.5,climate,81,5,3,2,2,6,5,5,6,5
1653409931523_p1tj5,0.5,election,81,,3,3,,,4,5,,4.5
1653409931523_p1tj5,0.5,johnny,81,,1,7,,,2,3,,2.5
1653409969979_mdkgs,0.5,climate,40,6,2,6,1,6,6,6,6,6
1653409969979_mdkgs,0.5,election,40,,1,6,,,4,4,,4
1653409969979_mdkgs,0.5,johnny,40,,1,7,,,3,3,,3
1653410543059_iz98z,-0.5,climate,50,4,3,1,3,5,4,5,4,4.5
1653410543059_iz98z,-0.5,election,50,,2,2,,,5,5,,5
1653410543059_iz98z,-0.5,johnny,50,,1,5,,,1,1,,1
1653410574380_e95ug,0.5,climate,60,3,1,5,2,4,4,4,4,4
1653410574380_e95ug,0.5,election,60,,2,4,,,4,4,,4
1653410574380_e95ug,0.5,johnny,60,,1,6,,,1,1,,1
1653410663954_feqaz,-0.5,climate,14,6,3,1,1,6,6,5,6,5.5
1653410663954_feqaz,-0.5,election,14,,3,2,,,5,5,,5
1653410663954_feqaz,-0.5,johnny,14,,1,7,,,3,3,,3
1653410983161_7796s,-0.5,climate,35,6,3,1,3,6,6,6,6,6
1653410983161_7796s,-0.5,election,35,,2,1,,,6,6,,6
1653410983161_7796s,-0.5,johnny,35,,1,7,,,1,6,,3.5
1653411348330_uc3mn,-0.5,climate,75,4,3,4,1,6,5,5,5,5
1653411348330_uc3mn,-0.5,election,75,,2,4,,,5,5,,5
1653411348330_uc3mn,-0.5,johnny,75,,1,7,,,1,2,,1.5
1653411421741_5ev2j,-0.5,climate,17,6,3,2,5,6,6,4,6,5
1653411421741_5ev2j,-0.5,election,17,,1,6,,,4,3,,3.5
1653411421741_5ev2j,-0.5,johnny,17,,2,7,,,6,6,,6
1653411824658_mpi2k,0.5,climate,35,5,3,1,2,5,5,5,5,5
1653411824658_mpi2k,0.5,election,35,,3,1,,,5,5,,5
1653411824658_mpi2k,0.5,johnny,35,,2,5,,,4,5,,4.5
1653412721680_0saal,0.5,climate,41,5,3,1,2,6,6,6,6,6
1653412721680_0saal,0.5,election,41,,3,5,,,6,6,,6
1653412721680_0saal,0.5,johnny,41,,1,7,,,1,1,,1
1653413081176_gqsef,0.5,climate,67,5,3,2,2,5,6,6,6,6
1653413081176_gqsef,0.5,election,67,,2,4,,,6,6,,6
1653413081176_gqsef,0.5,johnny,67,,1,6,,,5,4,,4.5
1653413766326_ma2cm,-0.5,climate,12,6,3,4,2,6,6,6,6,6
1653413766326_ma2cm,-0.5,election,12,,3,6,,,6,6,,6
1653413766326_ma2cm,-0.5,johnny,12,,1,6,,,4,4,,4
1653413843788_0b9cj,0.5,climate,63,5,2,6,4,5,6,6,6,6
1653413843788_0b9cj,0.5,election,63,,2,5,,,4,4,,4
1653413843788_0b9cj,0.5,johnny,63,,1,7,,,3,2,,2.5
1653414158823_b9hlk,-0.5,climate,29,5,3,5,2,5,5,6,6,5.5
1653414158823_b9hlk,-0.5,election,29,,2,5,,,4,4,,4
1653414158823_b9hlk,-0.5,johnny,29,,1,7,,,4,2,,3
1653414432752_jphz1,-0.5,climate,42,1,1,7,5,1,2,2,1,2
1653414432752_jphz1,-0.5,election,42,,2,7,,,6,6,,6
1653414432752_jphz1,-0.5,johnny,42,,1,7,,,1,1,,1
1653414804677_q0n7l,-0.5,climate,100,4,2,4,3,4,6,6,4,6
1653414804677_q0n7l,-0.5,election,100,,2,5,,,4,3,,3.5
1653414804677_q0n7l,-0.5,johnny,100,,2,7,,,1,4,,2.5
1653415220296_hwea3,0.5,climate,90,1,2,4,5,5,6,6,6,6
1653415220296_hwea3,0.5,election,90,,1,1,,,6,6,,6
1653415220296_hwea3,0.5,johnny,90,,2,7,,,1,1,,1
1653415288966_zvzxk,0.5,climate,40,4,2,3,2,4,4,4,5,4
1653415288966_zvzxk,0.5,election,40,,2,4,,,6,6,,6
1653415288966_zvzxk,0.5,johnny,40,,2,6,,,4,4,,4
1653416141428_lqrrj,-0.5,climate,35,6,3,5,3,5,6,6,6,6
1653416141428_lqrrj,-0.5,election,35,,2,4,,,5,5,,5
1653416141428_lqrrj,-0.5,johnny,35,,2,7,,,3,4,,3.5
1653416871874_cx1k6,0.5,climate,57,6,3,5,2,6,6,6,6,6
1653416871874_cx1k6,0.5,election,57,,2,7,,,6,6,,6
1653416871874_cx1k6,0.5,johnny,57,,1,7,,,1,4,,2.5
